Timestamp,Operation,ResponseTime(ms),Success
1783156140477,MEDICINE_CREATED,13,true
1783156140494,MEDICINE_CREATED,16,true
1783156140508,MEDICINE_CREATED,13,true
1783156140525,MEDICINE_CREATED,17,true
1783156140552,MEDICINE_CREATED,25,true
1783156140593,MEDICINE_CREATED,40,true
1783156140605,MEDICINE_CREATED,11,false
1783156140632,MEDICINE_CREATED,26,true
1783156140668,MEDICINE_CREATED,35,true
1783156140705,MEDICINE_CREATED,33,true
1783156140730,MEDICINE_CREATED,24,true
1783156140744,MEDICINE_CREATED,13,true
1783156140760,MEDICINE_CREATED,14,true
1783156140774,MEDICINE_CREATED,14,true
1783156140783,MEDICINE_CREATED,8,false
1783156140797,MEDICINE_CREATED,13,true
1783156140809,MEDICINE_CREATED,11,true
1783156140821,MEDICINE_CREATED,12,true
1783156140834,MEDICINE_CREATED,12,true
1783156140846,MEDICINE_CREATED,12,true
1783156140859,MEDICINE_CREATED,12,true
1783156140872,MEDICINE_CREATED,12,true
1783156140887,MEDICINE_CREATED,15,true
1783156140907,MEDICINE_CREATED,19,true
1783156140931,MEDICINE_CREATED,23,true
1783156140939,MEDICINE_CREATED,7,false
1783156140958,MEDICINE_CREATED,18,true
1783156140973,MEDICINE_CREATED,14,true
1783156140985,MEDICINE_CREATED,12,true
1783156140997,MEDICINE_CREATED,11,true
1783156141013,MEDICINE_CREATED,15,true
1783156141028,MEDICINE_CREATED,15,true
1783156141043,MEDICINE_CREATED,14,true
1783156141057,MEDICINE_CREATED,14,true
1783156141071,MEDICINE_CREATED,14,true
1783156141080,MEDICINE_CREATED,8,false
1783156141116,MEDICINE_CREATED,35,true
1783156141139,MEDICINE_CREATED,23,true
1783156141152,MEDICINE_CREATED,12,false
1783156141183,MEDICINE_CREATED,30,true
1783156141199,MEDICINE_CREATED,16,false
1783156141235,MEDICINE_CREATED,35,true
1783156141253,MEDICINE_CREATED,18,true
1783156141279,MEDICINE_CREATED,25,true
1783156141310,MEDICINE_CREATED,30,true
1783156141333,MEDICINE_CREATED,22,true
1783156141352,MEDICINE_CREATED,18,true
1783156141370,MEDICINE_CREATED,17,true
1783156141392,MEDICINE_CREATED,22,true
1783156141407,MEDICINE_CREATED,15,true
1783156141424,MEDICINE_CREATED,16,true
1783156141444,MEDICINE_CREATED,19,true
1783156141465,MEDICINE_CREATED,20,true
1783156141479,MEDICINE_CREATED,14,true
1783156141491,MEDICINE_CREATED,11,true
1783156141502,MEDICINE_CREATED,10,true
1783156141516,MEDICINE_CREATED,14,true
1783156141529,MEDICINE_CREATED,13,true
1783156141544,MEDICINE_CREATED,14,true
1783156141555,MEDICINE_CREATED,11,true
1783156141569,MEDICINE_CREATED,13,true
1783156141588,MEDICINE_CREATED,18,true
1783156141595,MEDICINE_CREATED,7,false
1783156141614,MEDICINE_CREATED,17,true
